Challenge;Predicate;Expression;Popularity
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo-Ad, u1,u2:User | p in u1.sees implies p in u2.posts and u2 in u1.follows and p not in u2.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all u1 : u.follows | all a : Ad | u.sees in u1.posts or u.sees in a;2
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all p : Photo | p not in Ad and p not in posts.x implies x->p in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | all p:Photo,follow:User | p in u.sees and follow in u.follows and p in follow.posts all u:User | all ad:Ad | ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | x.sees in (x.follows.posts - Ad) or x.sees in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | all p:Photo - Ad | p in u.sees implies some v:User | p in v.posts and v in u.follows all u:User | all p:Photo | p in u.sees implies some v:User | p in v.posts and v in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all p: Photo, u: User, u2: User | p not in Ad and p in u2.posts and p in u.sees implies u2 in u.follows all p: Photo, u: User | p in Ad implies p in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u, j : User | all p : Photo-Ad | u -> p in sees implies u -> j in follows all u : User | all a : Ad | u -> a in sees implies u -> a not in posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | (u.sees - Ad) in(u.follows.posts - Ad) && Ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | all uf: u.follows | all p:Photo | (p in uf.posts) implies (p not in Ad) && (p in u.sees) implies (p in Ad);1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo, u1,u2 : User | p != Ad and p in u1.sees implies p in u2.posts and u2 in u1.follows all ad,u : univ | ad in Ad implies ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : User |all p : Photo - Ad| y in x.follows and p in y.posts and x in sees.p and p != Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all x, y : User | all z : Ad | x.sees in z and y in x.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo | all u1 : User| all u2 : User | (p in u1.sees implies ((p in u2.posts and u1 in u2.follows and p not in Ad) or (p in Ad)));1
dkZH6HJNQNLLDX6Aj;inv3;all a:Ad | some u:User | a in u.posts implies (a not in u.sees);1
dkZH6HJNQNLLDX6Aj;inv3;all u:User| all p:Photo | (p not in Ad) implies not (p in u.sees and p in u.follows.posts);1
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2 : User | all p : Photo | p in u2.posts and p in u1.sees implies u2 in u1.follows;3
dkZH6HJNQNLLDX6Aj;inv3;(all u1,u2:User | all p:Photo | u1->p in sees implies (u1->u2 in follows and u2->p in posts and p not in Ad));1
dkZH6HJNQNLLDX6Aj;inv3;all x : User |all p : Photo | p not in Ad and p in x.sees iff p in (x.follows).posts;2
dkZH6HJNQNLLDX6Aj;inv3;all x: User | x->follows.x in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u,uu:User, pht:Photo | uu->pht in posts and u->uu not in follows implies u->pht not in sees all ad:Ad, u:User | u->ad in sees;2
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo | all u:User,u2:User | p in u.sees and p in u2.posts implies u2 in u.follows all p:Photo | all u:User | p in u.sees implies p not in u.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all y : Photo-Ad | all x : User | x.sees in y;1
dkZH6HJNQNLLDX6Aj;inv3;all x: User, y: User, z : Photo | y in follows.x and z in posts.y and x in sees.z;1
dkZH6HJNQNLLDX6Aj;inv3;(all a: Ad | all u: User | u->a in sees) and (all p: Photo-Ad | all u1, u2: User | (u1->p in sees and u2->p in posts) implies u1->u2 in follows) and (all u : User | all p: Ad | (u->p in posts implies u->p not in sees) and (u->p in sees implies u->p not in posts));1
dkZH6HJNQNLLDX6Aj;inv3;some sees.Photo :> (follows.posts.Photo - Ad);1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.sees & Ad in u.follows.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all p : u.sees | p not in Ad and p in u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, a : Ad | u.follows.posts - a in u.sees and a in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all ad: Ad | ad in User.sees all photo: Photo | all user1, user2: User | photo in user1.sees implies user2 in user1.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u,f : User ,p, s : Photo ,a : Ad | u -> s in sees implies u-> f in follows and f -> p in posts and s = p or s = a;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | follows.x.posts in sees.x;2
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo | all u:User,u2:User | u != u2 and p in u.sees and p in u2.posts and p not in Ad implies u2 in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, p: Photo - Ad | u not in u.follows => u not in p.~sees or u in Ad.~sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x: User | x->x.follows in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User |u.sees not in u.follows.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all x : User |some p : Photo | p not in Ad and p in (x.follows).posts and p in x.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | not Ad in u.follows.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p: Photo | p in u1.posts => p not in Ad and p in u2.sees => u1 in u2.follows all x : Ad, u: User | x in u.sees;2
dkZH6HJNQNLLDX6Aj;inv3;all p: Photo|all u: User|some (sees.p & u.follows);1
dkZH6HJNQNLLDX6Aj;inv3;all p: Photo | all u,u1: User | p not in Ad and p in u.posts and p in u1.sees and u!=u1 implies u1 in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;User.sees in User.follows.posts + Influencer.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo | p in u.sees implies u.follows in posts.p;1
dkZH6HJNQNLLDX6Aj;inv3;one u:User | u.sees in follows.u;1
dkZH6HJNQNLLDX6Aj;inv3;all u,x:User, p:Photo-Ad| u->p in sees implies x->p in posts and u->x in follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, u1 : u.follows | u.sees in u1.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2 : User, p : Photo - Ad | u1->p in sees and p in u2.posts and u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2:User, p:Photo | u1->p in sees and u2->p in posts and u1->u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u1:User | all p:u1.sees | one u2:u1.follows | (p not in Ad and p in u2.posts) or (p in Ad);1
dkZH6HJNQNLLDX6Aj;inv3;User.sees = User.follows.posts + Ad + User.posts - User.suggested Influencer.sees = Influencer.follows.posts + Ad + Influencer.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | some p: Photo - Ad | some x:User | (p in x.posts and p in u.sees) implies x in u.follows all a:Ad | some i:User | all u:User-i | a in i.posts and a in u.sees;2
dkZH6HJNQNLLDX6Aj;inv3;all u,f,p,s,a : univ | u in User and u-> f in follows and f -> p in posts and u -> s in sees and a in Ad implies s = p or s = a;1
dkZH6HJNQNLLDX6Aj;inv3;all x: Photo - Ad | one u:User | x in u.sees implies some p:User | p in u.follows and x in p.posts all a: Ad | all u: User | a in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : User | all z : Photo | y->x in follows && z->y in posts => z->x in sees all x : Ad | one sees.x;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, p: Photo | (p in u.sees) => (p in u.posts) or (p in Ad);1
dkZH6HJNQNLLDX6Aj;inv3;all user : User, photo : Photo | user.sees in user.follows.posts or photo in Ad;2
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo | p in u.sees implies p not in Ad && posts.p in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo | p in Ad => p in u.sees all u : User, p : Photo | p not in Ad and p in u.follows.posts => p in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : Ad | all y : User | x in sees.y;1
dkZH6HJNQNLLDX6Aj;inv3;all a : Ad | all b : Influencer | b -> a in posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u1 : User, p: Photo | ((p in u1.sees) and (p not in Ad)) implies (posts.p in u1.follows) all u1 : User, a: Ad | a in u1.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x:Photo,y:User| x!= Ad and x in y.sees implies x in y.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all x1,x2:User,p:Photo | p in x1.sees and p in x2.posts implies x2 in x1.follows or x1=x2;2
dkZH6HJNQNLLDX6Aj;inv3;all x, y: User | all z:Photo | x-> z in sees implies x-> y in follows and y->z in posts and z not in Ad all x: User| all y: Ad| x -> y in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all a : User, b : Photo | b in a.sees implies b in Ad or (all c : User | b in c.posts and c in a.follows);1
dkZH6HJNQNLLDX6Aj;inv3;all u: User | all p: Photo-Ad | u->p in sees implies (some y: User | y in u.follows and y in p.posts);1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo | all u1, u2 : User | (u1 in sees.p and u2 in posts.p and u1 != u2) => u1 in follows.u2;2
dkZH6HJNQNLLDX6Aj;inv3;all x,y : User, p : Photo, a : Ad | ((p in x.sees && p in y.posts) => (y in follows.x)) || (p = a);1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | some x.sees-Ad implies one x.follows.posts;5
dkZH6HJNQNLLDX6Aj;inv3;all x : User | some x.sees-Ad implies one x.follows.posts and no follows & iden;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo| (p in u.follows.posts) implies (p in u.sees);1
dkZH6HJNQNLLDX6Aj;inv3;all u1: User, u2: User, p: Photo | p in u1.sees and p not in Ad implies u2 in u1.follows all a: Ad, u: User | a in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo | not (u1 -> p in sees and u1 -> u2 in follows) not some add : Ad | all u : User | u -> add not in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo , a : Ad | (p != a && u1 in posts.p && u2 in sees.p) implies (u2 in follows.u1) all u : User, a : Ad | u in sees.a;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : Photo | all u : User | all a : Ad | y not in a and u not in x.follows implies y not in x.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x, z: User, y: Photo | x -> y in sees implies y in Ad or z in x.follows and y in z.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo - Ad | one (posts.p & u.follows.posts);1
dkZH6HJNQNLLDX6Aj;inv3;all p,p2 : Photo | lone u , u2 : User | u.posts not in u.sees and p in u.sees and u2 in u.follows and p in u2.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo | all u1, u2 : User | u1 in sees.p and u2 in posts.p => u1 in follows.u2;3
dkZH6HJNQNLLDX6Aj;inv3;all u1: User, u2: User, p: Photo | u1 != u2 and p in u1.sees and p not in Ad and u2 in u1.follows implies p in u2.posts all a: Ad, u: User | a in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all user : User | user.sees in user.follows.posts all ad : Ad | ad in User.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo | not (u1 -> p in sees and u1 -> u2 in follows and u2 -> p in posts and p not in Ad) not some ad : Ad | all u : User | u -> ad not in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : Ad | sees.x not in y;1
dkZH6HJNQNLLDX6Aj;inv3;all x,y : User, p : Photo, a : Ad | ((p in x.sees && p in y.posts && x != y) => (y in follows.x && p != a)) || (p = a);1
dkZH6HJNQNLLDX6Aj;inv3;all user1, user2: User | all photo: Photo | (photo in user1.sees and photo in user2.posts) implies user2 in user1.follows all ad : Ad | all user: User | ad in user.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x,y : User, p : Photo, a : Ad | (p in x.sees && p in y.posts) => (y in follows.x && p != a);1
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2:User, p:Photo | p in u1.posts implies p not in Ad all p:Photo , a: Ad , u:User | p in u.sees implies p in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | sees.~posts.User in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo, u1,u2 : User | p != Ad and p in u1.*sees implies p in u2.posts and u2 in u1.follows all ad : Ad | ad in User.*sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u, j : User | all p : Photo-Ad | u -> p in sees implies u -> j in follows and j -> u in posts all u : User | all a : Ad | u -> a in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : User |all p : Photo - Ad| y in x.follows and p in y.posts and x in sees.p;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | one u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all a:Ad, u, u2: User | a in u.sees and u2.posts in u.sees => u2 in u.follows;2
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo | some disj u1,u2 : User | p in Ad or (p in u1.sees and p in u2.posts) implies u2 in u1.follows;2
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.follows.posts in u.sees and u.posts in u.sees and Ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u, j : User | all p : Photo | u -> p in sees implies u -> j in follows all u : User| all i : Influencer| all p : Photo | u -> p in sees implies u -> i in follows;3
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo, u1,u2 : User | p != Ad and p in u1.sees implies p in u2.posts and u2 in u1.follows all d : Day, ad : Ad, u : User | ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x, z : User, y : Photo | no Ad and (z in posts.y) and (x in sees.y) implies (x in follows.z);1
dkZH6HJNQNLLDX6Aj;inv3;all p: Photo, u: User | p in u.follows.posts => p in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | Ad in u.sees all u : User | all p : u.sees - Ad | some u : u.follows | p in u.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User, z : Photo | x in sees.z implies (some y : User | y in x.follows and y in posts.z);1
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2 : User | all p : Photo | (u1->p in posts and u2->p in sees and p not in Ad) implies u1->u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.follows.posts in u.sees;9
dkZH6HJNQNLLDX6Aj;inv3;all u,y : User | all a : Ad | a in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;(all u1,u2:User | all p:Photo | p not in Ad implies (u1->u2 in follows and u1->p in sees and u2->p in posts)) and (all u3 : User | all p2 : Photo | p2 in Ad implies u3->p2 in sees);1
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo | all u:User,u2:User | p in u.sees and p in u2.posts implies u2 in u.follows all p:Photo | all u:User | p in u.sees implies p not in u.posts all p:Photo | all u:Influencer | p in u.sees implies p not in u.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all a : Ad | u.follows.posts in u.sees;2
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2 : User | all p : Photo | p in u1.sees implies ((p in Ad and u2 not in u1.follows) or (p not in Ad ));1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | x.sees in x.follows;4
dkZH6HJNQNLLDX6Aj;inv3;all user1, user2 : User | all photo : Photo - Ad| (photo in user1.posts and photo in user2.sees) implies user1 in user2.follows all ad : Ad | ad in User.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.follows = posts.(u.sees-Ad);2
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2:User | all p:Photo | (p not in Ad) implies (u1->p in sees implies (u1->u2 in follows and u2->p in posts));1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all seenPhotos : u.sees | seenPhotos in Ad || seenPhotos not in Ad && seenPhotos.posts in follows.u;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo | some disj u1,u2 : User | (p in u1.sees and p in u2.posts) implies u2 in u1.follows else p in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.sees in u.follows.posts Ad in User.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all a,b:User | some p:Photo|b in a.follows implies p not in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all x : Photo, y : User | x in sees.x iff x in follows.y.posts and x in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User | all p: u.follows.posts | all ad: Ad | p in u.sees and ad in u.sees and u.posts in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, u2: User, y: Photo | (y not in Ad and u->y in sees and u2->y in posts) implies (u->u2 in follows) all u: User, y: Ad | u->y in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | x in x.sees;2
dkZH6HJNQNLLDX6Aj;inv3;(all u1,u2:User | all p:Photo | p not in Ad implies (u1->u2 in follows and u2->p in posts and u1->p in sees)) and (all u3 : User | all p2 : Photo | p2 in Ad implies u3->p2 in sees);1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo, u1,u2 : User | p != Ad and p in u1.*sees implies p in u2.posts and u2 in u1.follows all ad,u : univ | ad in Ad implies ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;(all u:User | all p: Photo-Ad | p in u.sees implies p in u.follows.posts) and (all u:User | all a:Ad | a in u.sees);2
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.sees in u.follows.posts no Ad;1
dkZH6HJNQNLLDX6Aj;inv3;User.sees = User.follows.posts + Ad + User.posts Influencer.sees = Influencer.follows.posts + Ad + Influencer.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all x:Photo,y:User| y.sees in y.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo - Ad | p in u.sees implies u.follows in posts.p;2
dkZH6HJNQNLLDX6Aj;inv3;all u:User, p:Photo | (p in u.sees and p not in Ad) implies p in u.follows.posts and (all p1:Photo | p1 in Ad implies p1 in u.sees);1
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2: User | all p: Photo | p in u1.sees implies (u1 in u2.follows and p in u2.posts and p not in Ad) or p in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u1:User | all p:u1.posts | one u2:u1.follows | (p not in Ad and p in u2.posts) or (p in Ad);1
dkZH6HJNQNLLDX6Aj;inv3;all photo : Photo - Ad | all user : User | all follow : user.follows | photo in user.sees implies photo in follow.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all x : Photo | x not in Ad implies all y,z : User | y->x in posts and z->y in sees implies z->y in follows;2
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2:User, p:Photo | u1 -> p in sees and u2 -> p in posts implies u1 -> u2 in follows sees in User set -> set Ad;2
dkZH6HJNQNLLDX6Aj;inv3;all u : User | Ad in u.sees all u : User | all p : u.sees - Ad | some f : u.follows | p in f.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all x:User | x not in x.follows all x:User | all y:Ad| x.sees = x.follows.posts + y;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo, u1,u2 : User | p != Ad and p in u1.sees implies p in u2.posts and u2 in u1.follows all ad : Ad, u1,u2 : User | ad in u1.sees implies ad in u2.posts and u2 not in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, p: Photo | p in u.sees <=> p in u.follows.posts or p in Ad;4
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo,u1:User | p not in Ad and (u1 -> p in sees implies (all u2:User | u2 -> p in posts implies u2 -> u1 in follows));1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo | (u1 in posts.p && u2 in sees.p) implies (u2 in follows.u1);1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : User | (x -> y in follows);1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, a : Ad | u.follows.posts - a - u.posts in u.sees and a in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x,y: User | all z: Photo | x->y in follows and y->z in posts and z in Ad implies x->z not in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : Ad | x.sees not in y;3
dkZH6HJNQNLLDX6Aj;inv3;all u:User | u.sees - Ad in u.follows.posts Ad in User.sees;2
dkZH6HJNQNLLDX6Aj;inv3;all x : User , y : User , z : Photo | z in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | some p: Photo - Ad | some x:User | (p in x.posts and p in u.sees) implies x not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2: User | some p: Photo | u1->p in sees and u2->p in posts implies p not in Ad and u1->u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all a : Ad | a in u.sees all p : Photo - Ad | all u,y : User | (p in u.sees and p in y.posts) implies y in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all x:Photo,y:User| y.sees in y.follows.posts and y.sees not in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u, z : User | all p : Photo | all a : Ad | z->p in posts and p!=a and u!=z and u->p in sees implies u->z in follows all u, f : User | all a : Ad | u->a in sees and f->a in posts and f!=u;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, p: Photo | u in p.~sees => p in u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | u.sees.~posts in u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo | u->p in sees => p in Ad || some u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo | all u:User,u2:User | p in u.sees and p in u2.posts implies u2 in u.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | some p : Photo | sees.u - Ad in u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all disj u1: User, u2: User | some u1.sees & u2.posts + Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo | p in u1.posts => p not in Ad and p in u2.sees => u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all a : Ad | a in User.sees all p : Photo | all u1,u2 : User | p in u2.posts and p in u1.sees implies u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, o: User | u.sees in o.follows.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all a : Ad | all u : User | a in u.sees all u : User | u.sees not in u.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | all p:u.sees | one u1:u.follows | (p not in u.posts) and ((p in Ad) or (p in u1.posts and u1 in u.follows));1
dkZH6HJNQNLLDX6Aj;inv3;all x: User | all y: x.sees - Ad | y not in x.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u: User, p: Photo | p.~sees in u.~follows;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : x.sees | y not in Ad => (some u : User | u in x.follows && y in posts.u);1
dkZH6HJNQNLLDX6Aj;inv3;all a: Ad, u: User | a in u.sees all p: Photo-Ad, u1,u2: User | p in u1.posts and p in u2.sees implies u1 in u2.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : u.posts | p not in Ad implies p not in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;some sees :> (follows.posts.Photo + Ad);2
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo | all u:User,u2:User | p in u.sees and p in u2.posts implies u2 in u.follows and p not in u.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all u:User | some p: Photo - Ad | some x:User | (p in x.posts and p in u.sees) implies x in u.follows all a:Ad | all u:User | a in u.posts implies (a not in u.sees);3
dkZH6HJNQNLLDX6Aj;inv3;all x:User | some y:User, p:Photo | p in x.sees implies (p in y.posts and y in x.follows) or p in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo , a : Ad | (p != a && u1 in posts.p && u2 in sees.p) implies (u2 in follows.u1) all a : Ad | all u : User | (u in sees.a) && (a in u.sees);1
